#{"t_start": 1782280759.5904644, "env_id": "None"}
r,l,t
855.0,1000,2.485601
842.0,1000,4.61887
628.0,1000,6.303469
685.0,1000,7.609833
610.0,1000,8.3118
494.0,1000,8.967618
464.0,1000,9.634536
682.0,1000,10.274603
668.0,1000,10.933206
519.0,1000,11.626825
