#{"t_start": 1782280114.8297243, "env_id": "None"}
r,l,t
2608.0,1000,2.707982
4371.0,1000,3.399222
2322.0,1000,4.115142
4484.0,1000,4.764761
569.0,1000,5.479006
4156.0,1000,6.143858
4476.0,1000,6.798577
3141.0,1000,7.562931
4464.0,1000,8.229782
2397.0,1000,8.893523
