#{"t_start": 1781235366.0059125, "env_id": "None"}
r,l,t
3922.0,1000,2.37571
3725.0,1000,3.35255
2590.0,1000,4.242673
3768.0,1000,5.127607
1074.0,1000,6.012921
2523.0,1000,6.925225
2128.0,1000,8.49469
758.0,1000,10.812896
2011.0,1000,13.244013
3440.0,1000,14.711894
