Episode,Throughput,Latency,Fairness
1,16000.0,81000.0,0.06666666666666667
2,30000.0,2000.0,0.06666666666666667
3,19000.0,5000.0,0.06666666666666667
4,30000.0,37000.0,0.06666666666666667
5,16000.0,83000.0,0.06666666666666667
6,17000.0,0.0,0.06666666666666667
7,10000.0,85000.0,0.06666666666666667
8,12000.0,60000.0,0.06666666666666667
9,21000.0,33000.0,0.06666666666666667
10,20000.0,72000.0,0.06666666666666667
11,6000.0,74000.0,0.06666666666666667
12,12000.0,88000.0,0.06666666666666667
13,11000.0,51000.0,0.06666666666666667
14,7000.0,42000.0,0.06666666666666667
15,6000.0,81000.0,0.06666666666666667
16,27000.0,47000.0,0.06666666666666667
17,7000.0,32000.0,0.06666666666666667
18,8000.0,85000.0,0.06666666666666667
19,5000.0,92000.0,0.06666666666666667
20,13000.0,33000.0,0.06666666666666667
21,10000.0,87000.0,0.06666666666666667
22,12000.0,79000.0,0.06666666666666667
23,7000.0,0.0,0.06666666666666667
24,20000.0,78000.0,0.06666666666666667
25,24000.0,53000.0,0.06666666666666667
26,26000.0,51000.0,0.06666666666666667
27,20000.0,63000.0,0.06666666666666667
28,6000.0,40000.0,0.06666666666666667
29,15000.0,0.0,0.06666666666666667
30,23000.0,63000.0,0.06666666666666667
31,12000.0,82000.0,0.06666666666666667
32,18000.0,78000.0,0.06666666666666667
33,13000.0,51000.0,0.06666666666666667
34,7000.0,90000.0,0.06666666666666667
35,23000.0,67000.0,0.06666666666666667
36,11000.0,66000.0,0.06666666666666667
37,23000.0,74000.0,0.06666666666666667
38,25000.0,71000.0,0.06666666666666667
39,22000.0,52000.0,0.06666666666666667
40,19000.0,81000.0,0.06666666666666667
41,10000.0,83000.0,0.06666666666666667
42,25000.0,58000.0,0.06666666666666667
43,5000.0,81000.0,0.06666666666666667
44,1000.0,0.0,0.06666666666666662
45,13000.0,59000.0,0.06666666666666667
46,15000.0,51000.0,0.06666666666666667
47,17000.0,45000.0,0.06666666666666667
48,11000.0,89000.0,0.06666666666666667
49,24000.0,51000.0,0.06666666666666667
50,23000.0,41000.0,0.06666666666666667
51,25000.0,8000.0,0.06666666666666667
52,16000.0,57000.0,0.06666666666666667
53,9000.0,52000.0,0.06666666666666667
54,18000.0,45000.0,0.06666666666666667
55,6000.0,91000.0,0.06666666666666667
56,28000.0,18000.0,0.06666666666666667
57,20000.0,34000.0,0.06666666666666667
58,22000.0,61000.0,0.06666666666666667
59,30000.0,47000.0,0.06666666666666667
60,8000.0,84000.0,0.06666666666666667
61,27000.0,66000.0,0.06666666666666667
62,5000.0,83000.0,0.06666666666666667
63,10000.0,30000.0,0.06666666666666667
64,23000.0,62000.0,0.06666666666666667
65,24000.0,54000.0,0.06666666666666667
66,13000.0,81000.0,0.06666666666666667
67,27000.0,9000.0,0.06666666666666667
68,30000.0,57000.0,0.06666666666666667
69,25000.0,74000.0,0.06666666666666667
70,17000.0,54000.0,0.06666666666666667
71,29000.0,39000.0,0.06666666666666667
72,20000.0,64000.0,0.06666666666666667
73,19000.0,30000.0,0.06666666666666667
74,15000.0,66000.0,0.06666666666666667
75,11000.0,62000.0,0.06666666666666667
76,25000.0,64000.0,0.06666666666666667
77,11000.0,59000.0,0.06666666666666667
78,27000.0,36000.0,0.06666666666666667
79,6000.0,68000.0,0.06666666666666667
80,17000.0,78000.0,0.06666666666666667
81,20000.0,67000.0,0.06666666666666667
82,17000.0,68000.0,0.06666666666666667
83,15000.0,75000.0,0.06666666666666667
84,30000.0,45000.0,0.06666666666666667
85,26000.0,49000.0,0.06666666666666667
86,26000.0,64000.0,0.06666666666666667
87,17000.0,81000.0,0.06666666666666667
88,4000.0,0.0,0.06666666666666667
89,14000.0,35000.0,0.06666666666666667
90,22000.0,9000.0,0.06666666666666667
91,11000.0,0.0,0.06666666666666667
92,5000.0,77000.0,0.06666666666666667
93,16000.0,77000.0,0.06666666666666667
94,29000.0,55000.0,0.06666666666666667
95,28000.0,61000.0,0.06666666666666667
96,17000.0,70000.0,0.06666666666666667
97,14000.0,41000.0,0.06666666666666667
98,16000.0,75000.0,0.06666666666666667
99,17000.0,62000.0,0.06666666666666667
100,13000.0,83000.0,0.06666666666666667
